 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
    99     0.000000000 -5397.735792984      0.000000000     0.000000000
   100     0.000000000 -5324.395082448      0.000000000     0.000000000
   101    55.000377834 -5251.063592600      0.000000000     0.000000000
   102  -146.030552865 -5693.103872112      0.000000000     0.000000000
   103    55.001180433 -5318.012569741      0.000000000     0.000000000
   104    54.981472667 -5384.961536352      0.000000000     0.000000000
   105    55.030009862 -5451.840429367      0.000000000     0.000000000
   106    56.218989499 -5518.823909260      0.000000000     0.000000000
   107    47.061098726 -5591.384605473      0.000000000     0.000000000
   108 -1185.411902860 -2411.818982961      0.000000000     0.000000000
   109  -913.279780003 -3952.283167446      0.000000000     0.000000000
   110  -616.780518655 -5051.834672852      0.000000000     0.000000000
   111   117.132499466 -2513.334443613      0.000000000     0.000000000
   112   599.741573235 -3667.269240493      0.000000000     0.000000000
   113  4488.086016925  2516.114406578      0.000000000     0.000000000
   114  3085.588568234   920.959122935      0.000000000     0.000000000
   115  3990.380513149   901.133255727      0.000000000     0.000000000
   116  5862.939770096  3226.709403492      0.000000000     0.000000000
   117  5209.212361610  2734.808431626      0.000000000     0.000000000
   118  5835.102954032  5860.119993406      0.000000000     0.000000000
   119  6495.200656196  5453.983934605      0.000000000     0.000000000
   120  6599.041854102  4566.010720013      0.000000000     0.000000000
   121  3663.465995702  5206.117811789      0.000000000     0.000000000
   122  1685.659775370  4152.461853897      0.000000000     0.000000000
   123  1372.678949886  4958.485474443      0.000000000     0.000000000
   124  1823.068187110  5430.986858330      0.000000000     0.000000000
   125  1925.759697264 -1793.588246365      0.000000000     0.000000000
   126  4163.713150909 -1857.746481767      0.000000000     0.000000000
   127  5747.046645481 -1135.076982884      0.000000000     0.000000000
   128  7041.026417447  -295.637454804      0.000000000     0.000000000
   129  8281.256611232   749.913716785      0.000000000     0.000000000
   130  9171.849611019  2060.778251881      0.000000000     0.000000000
   131  9807.300424944  3778.041334694      0.000000000     0.000000000
   132  9812.206544949  5501.735278202      0.000000000     0.000000000
   133  9265.282511962  7220.035437744      0.000000000     0.000000000
   134  7998.395354499  8557.331607588      0.000000000     0.000000000
   135  6357.942527614  9086.570207993      0.000000000     0.000000000
   136  4824.112096482  9178.348028474      0.000000000     0.000000000
   137  3403.896281534  9008.597575226      0.000000000     0.000000000
   138  2107.140258957  8572.840960823      0.000000000     0.000000000
   139   700.555621481  8164.085569426      0.000000000     0.000000000
   140  -911.300047858  7262.556991703      0.000000000     0.000000000
   141 -1962.296084597  5413.585091229      0.000000000     0.000000000
   142 -1912.471987178  2993.321060802      0.000000000     0.000000000
   143  6135.062465251  1870.718525546      0.000000000     0.000000000
   144  3901.005047682  7284.027222339      0.000000000     0.000000000
   145  3109.443362697  6881.580643218      0.000000000     0.000000000
   146  4887.093755764  7127.010816930      0.000000000     0.000000000
   147  2390.449423564  6419.216848537      0.000000000     0.000000000
   148  2661.042584113  -290.261119188      0.000000000     0.000000000
   149   985.355913231  6242.027744336      0.000000000     0.000000000
   150   -40.953827235  5302.636834058      0.000000000     0.000000000
   151  -140.346061184  3657.101588473      0.000000000     0.000000000
   152  8068.591460074  4912.080615199      0.000000000     0.000000000
   153  7244.877099437  6568.862125538      0.000000000     0.000000000
   154  7463.992616956  2654.719958144      0.000000000     0.000000000
   155  6059.005433781  7007.482051887      0.000000000     0.000000000
   156  4287.517995122   -89.498675028      0.000000000     0.000000000
   157  5096.550071868  1015.498647833      0.000000000     0.000000000
   158  4522.028923208  5100.173011393      0.000000000     0.000000000
   159  2024.192853903  5989.775904049      0.000000000     0.000000000
   160  3391.878709911  5596.352698258      0.000000000     0.000000000
   161  5541.116530338  2758.832045279      0.000000000     0.000000000
   162  5129.149495814  4114.437355555      0.000000000     0.000000000
   163  4182.636159571  4937.275791518      0.000000000     0.000000000
   164  3346.863571312  4083.702976580      0.000000000     0.000000000
   165  4545.081125981  5012.815664700      0.000000000     0.000000000
   166  4374.282391788  5046.984566214      0.000000000     0.000000000
   167  4930.517076017  4618.548700661      0.000000000     0.000000000
   168  4364.283309795  5391.478060098      0.000000000     0.000000000
   169  4565.670182397  5101.326515383      0.000000000     0.000000000
   170  5343.430187926  3901.572284877      0.000000000     0.000000000
   171  5580.502663896  3388.902707092      0.000000000     0.000000000
   172  4296.229909211  3929.886494624      0.000000000     0.000000000
   173  4377.921792592  3694.223117315      0.000000000     0.000000000
   174  3189.592347292  3155.921190767      0.000000000     0.000000000
   175  4629.316855645  4770.180855276      0.000000000     0.000000000
   176  4951.914360925  4048.554005940      0.000000000     0.000000000
   177  4260.355652603  4574.553348431      0.000000000     0.000000000
   178  4557.923681955  4985.226013814      0.000000000     0.000000000
   179  4370.873314490  5251.342681667      0.000000000     0.000000000
   180  4382.560452260  5341.235307755      0.000000000     0.000000000
   181  4593.449558080  4986.837169348      0.000000000     0.000000000
   182  4692.373028731  4822.773085386      0.000000000     0.000000000
   183  4871.401233111  3718.457317129      0.000000000     0.000000000
   184  4770.860144692  4449.543246501      0.000000000     0.000000000
   185  2693.789969132  4227.084795751      0.000000000     0.000000000
   186  3894.975990483  4403.036305669      0.000000000     0.000000000
   187  4479.144692531  4657.963108173      0.000000000     0.000000000
   188  4091.565965814  3537.534853479      0.000000000     0.000000000
   189  4498.038053553  4970.069290494      0.000000000     0.000000000
   190  4417.479118561  4902.679672318      0.000000000     0.000000000
   191  4560.662901093  4193.052580840      0.000000000     0.000000000
                                            ___________     ___________
                              Summation     0.000000000     0.000000000

Element                    Element strain                                   Element Stress
number      1-direction     2-direction     3-direction      1-direction     2-direction     3-direction
      1   836.916321851  4308.200888075  1704.889292592  -2037.340270158   659.580815908   662.283917507
      2   757.463134232  4444.760350160   979.699116938  -2080.054778382   784.691520147   380.575426195
      3  1935.624818585  2997.550767055 -1555.049319474  -1254.297858035  -429.263082685  -604.076851026
      4  1331.441126224  3563.967986009  -673.581179026  -1736.277101927    -1.775464709  -261.660381083
      5  1459.577661349  3285.740812537   108.968548294  -1686.700105317  -267.911810933    42.330089914
      6  1268.030625223  3627.479727348  -591.789753583  -1785.508473779    47.601982488  -229.887558123
      7  3403.839267923  1316.791637266  -349.761010488   -184.378542095 -1805.854008990  -135.868700228
      8  3441.294038025  1417.171466415 -1168.102363374   -109.384689309 -1681.972225714  -453.762841157
      9  3151.078349875  1752.464769773 -1451.758876695   -319.850594929 -1406.465761008  -563.952486716
     10  3523.799546183  1336.715329266  -504.224731370    -44.601883063 -1743.798082360  -195.871914878
     11  2965.676771476  2938.815264595  -242.751131045   -130.610368832  -151.479693409   -94.299477829
     12  3037.191002240  2918.999098316  -143.638659032    -57.835561481  -149.661579145   -55.798094470
     13  2971.480917966  3096.163248946  -139.978991162    -71.776712553    25.091867670   -54.376454259
     14  2883.639881802  3251.015528222   453.064110769   -117.709905856   167.712711747   175.997981491
     15  2633.360831075  3061.853439813 -1616.017249288   -458.476888298  -125.571092279  -627.760546839
     16  2956.632965927  2900.814492074  -696.171240312   -153.301003643  -196.667664098  -270.435751044
     17  2947.588944860  2629.150440674 -1362.555937145   -253.794046338  -501.196268820  -529.300575583
     18  2740.364512833  2513.560772321 -1406.816834255   -522.277942885  -698.487002821  -546.494231768
     19  2902.939080645  2410.242841491 -1217.146472091   -376.239502832  -759.026580944  -472.814591082
     20  3334.277339263  2722.394688625 -1612.843067772    206.434838801  -268.950912848  -626.527499404
     21  3220.243552780  2471.806662289  -726.313886250     -3.567684636  -585.045576478  -282.145009659
     22  3349.465181125  2227.201518560   -73.713253280     58.408673693  -813.503864146   -28.634763774
     23  3724.543066528  1498.323270039  -494.781609049    232.011481335 -1497.590052860  -192.203625054
     24  2678.515425239  2883.492937610 -1430.659766464   -467.748418036  -308.496658425  -555.756293896
     25  2848.036172985  2993.121427211  -264.240962124   -243.096343781  -130.376261651  -102.647450671
     26  2993.070453853  2946.122415645  -416.647365165    -97.773351283  -134.248365583  -161.851476468
     27  3169.033111255  2594.286364242 -1855.104902471    -19.623944249  -466.157955390  -720.636904421
     28  2550.668239122  2648.617951861 -1473.422922137   -687.850372608  -611.750980403  -572.368135138
     29  2889.022210630  2927.644442916  -404.593071350   -219.408023143  -189.401519598  -157.168846948
     30  2876.967722470  2967.425382841  -796.351420001   -219.541438796  -149.262794970  -309.351897770
     31  2464.297669364  3237.640807312  -716.089066352   -587.587021238    13.241109014  -278.173060391
     32  2759.059722182  3369.854516415 -1637.170696523   -216.410727607   258.129843297  -635.977847496
     33  2394.177056808  2914.811171168 -1230.666696803   -772.904821714  -368.412163634  -478.066678373
     34  3406.567657420  2678.348804911   255.573074876    272.003320749  -293.766710815    99.280309856
     35  2246.412189369  3343.011458322   -46.333617589   -794.331007545    57.642270642   -17.998828371
     36  1510.904346026  3701.455791883  -432.113073225  -1491.313742389   210.576227085  -167.859309214
     37   250.544595644  -198.971589520   133.281970181    184.050456877 -1026.185426258   179.418036782
     38   211.833921530  -279.285975330   211.559434299    -57.507196419 -1379.753072580   284.791546172
     39   222.389188495  -201.693205847    60.168327828     72.620102852 -1069.140189609    80.995825923
     40   398.491477461   287.376595101   715.315014164   1314.247907660  1015.092455152   962.924057529
     41   476.621113231    68.797957738   995.366793975   1362.540386741   264.554968105  1339.916838043
     42    26.795352202   503.695527215   388.915550138    134.246193716  1418.208203367   523.540163647
     43    41.842533481   505.741897886   173.241834630    194.481164795  1443.440992039   233.210162002
     44   -43.915816814   676.028449597   279.121610813     61.125838712  1999.437325203   375.740629941
     45    61.616611001   232.930688580  -104.788594720    -44.246855482   416.983353386  -141.061569815
     46   233.362638503  -214.548075530   103.744030419     99.993137861 -1105.920322996   139.655425564
     47   110.165057780   104.984596316    -6.170981988     -5.152166637   -19.099562885    -8.307091138
     48   109.385710338   111.515628351    -0.974164054     -0.613850603     5.120544047    -1.311374688
     49   110.017849281   109.989236500     0.113782319      0.056231657    -0.020802753     0.153168506
     50   184.007684172   401.085188867   438.883593681    620.512464739  1204.951900456   590.804837648
     51   110.005262320   109.984201909     0.007630558      0.002011127    -0.054689981     0.010271906
     52   109.999408249   110.001566540    -0.002883035     -0.000468421     0.005342362    -0.003881009
     53   258.577928111   352.239729591  -274.410672650    850.960949955  1103.127338555  -369.398982414
     54    97.232711055    89.849754215   271.388643298    -72.355241078   -92.232432569   365.330865978
     55   211.742474908   125.255606743   238.208290779    408.919834350   176.070573905   320.665006818
     56   650.796000511   -72.477304399   163.621907946   1869.433881505   -77.840400947   220.260260697
     57   789.703092518   -79.512179028   165.453389902   2395.574764650    55.379802796   222.725717176
     58   256.560186425   423.317188081   582.540552384    925.212857114  1374.174015417   784.189205132
     59  -117.409461774   158.088066122   119.436505134   -819.165545911   -77.441432346   160.779910757
     60     5.855519860   515.477039975   911.586951104     67.302430203  1439.360368975  1227.136280332
     61   206.669317578   141.671594954   -99.283175896    408.349215632   233.355347028  -133.650429091
     62  -195.658589102   236.669519372   144.286810363  -1029.452820348   134.507471699   194.232244719
     63    99.528117294   112.291952705    -3.943275230    -37.631911132    -3.267738871    -5.308255118
     64   111.627872609   109.303300654    -1.311981118      5.457164635    -0.801298321    -1.766128428
     65   110.022530084   110.007206319     0.111243926      0.094969154     0.053712863     0.149751438
     66   374.875200661   189.476615570   381.873388076   1110.454558971   611.304522188   514.060330102
     67   109.979961689   110.006960077     0.013416349     -0.069039570     0.003648398     0.018060470
     68   110.001594803   109.999379733    -0.003490033      0.005418166    -0.000545483    -0.004698121
     69   356.227264863   255.182904316  -285.651760489   1114.546677530   842.504168366  -384.531216042
     70  3468.977490210  1973.928633890  -693.714788852    106.722682616 -1054.815274986  -269.481514131
     71  3912.122994713  1138.472831272   238.455746948    320.386255533 -1834.526563756    92.630886314
     72  3853.194879872  1749.667522154 -2609.194454316    458.490206465 -1175.788740685 -1013.571691869
     73  3078.466857032  2426.671048872 -1509.279992391   -175.952908341  -682.348113142  -586.297227814
     74  2989.000359519  2642.230505740   770.074935320   -203.476696315  -472.890198097   299.144494105
     75  3487.864465101  1994.114555827   -79.981242229    134.406395789 -1026.122379879   -31.069636404
     76  3306.724620137  2148.503184096   892.768704265    -15.232603166  -915.081565013   346.806304349
     77  2427.477409765  3022.772419890 -1020.975701678   -699.997552649  -237.499121706  -396.609791806
     78  2465.635939306  3317.826222250 -1472.722367688   -559.402588966   102.683707783  -572.095996679
     79  2607.775053764  2983.184216980  -850.689456061   -513.068547202  -221.404505011  -330.460134854
     80  2093.969875163  2732.673407804 -1577.154342527  -1166.747674199  -670.524160378  -612.663802289
     81  2794.571380338  2755.842807964   890.109468389   -381.442346204  -411.531467818   345.773293490
     82  2799.744258301  2822.013361458  1300.228352412   -353.668407247  -336.367027102   505.088706129
     83  2279.767417423  3209.023450924  1296.341635408   -801.923959091   -79.963502294   503.578866062
     84  1901.235799949  3475.212206867   408.943789137  -1133.420377331    89.438215736   158.858933472
     85  1893.171724953  3521.461129630  -383.331730586  -1126.971247824   138.084366579  -148.909633805
     86  2354.533709234  3235.226633422 -1358.581565210   -710.216795326   -25.986138842  -527.756684947
     87  3039.657344774  2582.217860976 -1032.908171683   -167.235241651  -522.630532910  -401.245097461
     88  3062.539454481  2703.512622008  -431.253247155   -101.451457698  -380.387689081  -167.525299856
     89  3004.309771328  2852.474124823  -474.486923486   -116.480737514  -234.445355183  -184.319920277
     90  2726.201959196  3137.860893695  2394.183994359   -330.125462003   -10.298135969   930.048397809
     91  2516.007329089  2596.964281403  1790.999237908   -743.519143247  -680.621818758   695.734319341
     92  3476.330357800  2334.776418666  2062.512183345    235.033973883  -651.865624983   801.206655838
     93  2703.379830467  2376.431900901  1422.672096802   -608.986269512  -862.999660944   552.653391450
     94  3462.923985656  2608.744873648    46.602923820    311.376837613  -352.254626331    18.103443484
     95  3374.216901376  2096.476757975 -2099.412087870     42.353327534  -950.352476186  -815.540849519
     96  3035.379613205  2081.688801691 -1461.689835008   -338.642729396 -1079.587129111  -567.810282061
     97  2776.723461492  2222.943868030 -1433.964594536   -578.689353714 -1008.933499404  -557.040092493
     98  3515.805063538  2508.637133721 -1810.479262619    336.736445814  -445.755561198  -703.301559710
     99  2445.220165280  3562.966553720  -212.957440094   -500.438205813   367.964757513   -82.725774806
    100  1829.421941804  3584.439949796 -2439.726895634  -1176.756630758   186.757360066  -947.740063304
    101  1793.087337011  3987.267200223 -2351.893524419  -1082.955854891   621.753115757  -913.620176793
    102  1470.153098583  3813.542226934  1374.784622488  -1499.222061177   321.411030850   534.050949505
    103  1271.050377062  4024.843700929  -231.747893480  -1649.847777787   489.637804602   -90.025143237
    104   449.400966959    61.002715884  -433.749483716   1248.853006631   203.165407583  -583.893535771
    105    55.543900970    81.008237590  -491.963275369   -242.898568281  -174.340738918  -662.258255304
    106    78.951704740   417.077281448  -389.782631104    234.903419900  1145.241511039  -524.707388025
    107   354.123112589   328.822765536  -411.343310642   1191.422854806  1123.306535819  -553.731379710
    108   300.418848223   383.757459802  -326.467301626   1048.254177552  1272.627362572  -439.475213728
    109   550.002236199    -6.874071010  -226.275444114   1557.461595752    58.179230189  -304.601559385
    110   590.621996837   327.088405964  -731.832566212   2099.032763945  1389.519250057  -985.159223747
    111   187.694955747   287.017207814   251.119595474    503.077377276   770.483440533   338.045609292
    112   846.186656499  -168.360520175   494.757991228   2510.301924794  -221.171243176   666.020372807
    113  -265.297994739   224.768360521   293.403618095  -1311.028794549     8.380623459   394.966408975
    114  -346.006878558   -71.115698379   580.846961471  -1962.852261814 -1222.760622870   781.909371210
    115   545.509897671    37.583411601    63.150729827   1591.480465967   223.986080395    85.010597845
    116   -22.650172945   599.793127369   -21.633604065     54.952943331  1730.761828790   -29.122159319
    117   381.147749241   219.075039046  -101.468818973   1168.731772904   732.382168532  -136.592640925
    118    62.560197432   385.387427810   885.963141036    135.293945287  1004.444180921  1192.642689857
    119   460.988643391   202.752255505   580.842320161   1456.978154010   761.726340472   781.903123293
    120   263.469515383   323.663944340  -382.675131139    836.802687251   998.864611366  -515.139599610
    121  -181.915986297   872.748398345   495.399810707   -242.659487668  2596.821547909   666.884360567
    122   421.807464207   141.850524718   332.333695855   1236.010083164   482.279861462   447.372282881
    123    44.089459569   535.078443217  -209.458384648    236.973048209  1558.866465724  -281.963210103
    124     2.428418133   264.263104375   -81.889917107   -235.740963670   469.198576211  -110.236426875
    125   240.871235868   488.004659464   395.668092130    939.510129645  1604.869347016   532.630124021
    126  -143.488978168  -271.325154037   517.709289398  -1414.948170688 -1759.122490334   696.916351112
    127   200.588067576  -261.922951105   307.892293483    -80.726222136 -1325.948195509   414.470395073
    128   522.156606564   -81.017889919   974.696572371   1364.812459954  -259.118876731  1312.091539731
    129   435.903844245   299.843684179   127.397882758   1472.526728840  1106.210913277   171.497149867
    130   274.626081257   589.971573249  -589.076256158   1186.990589354  2035.997683178  -792.987267904
    131   -57.795357934   576.307940071  -167.817328795   -107.319138128  1599.882048808  -225.907942608
    132   329.295694064   395.909487964   142.234755706   1173.340540205  1352.685369936   191.469863450
    133   348.785411359   339.064930289  -251.463519557   1182.711117099  1156.540591140  -338.508584019
    134   394.376999784   297.756358934  -460.060658531   1310.399644094  1050.267149498  -619.312424945

Element                    Principal stresses             Von mises stress
number     1st principal    2nd principal   Angle
      1   813.440419683 -2191.199873933    -1.342528766   2691.737867802
      2   834.388036504 -2129.751294739    -1.440948480   2647.467275334
      3  -110.289228389 -1573.271712331     1.084972898   1521.128749160
      4    36.838020763 -1774.890587398     1.424282766   1793.593346697
      5  -266.649998759 -1687.961917491    -1.540996281   1571.694185754
      6    75.992136691 -1813.898627981     1.447922637   1853.063698288
      7  -173.072495603 -1817.160055482     0.083021759   1737.102279735
      8    12.153358371 -1803.510273394     0.261702048   1809.617560988
      9   -80.070994405 -1646.245361532     0.402020520   1607.706021441
     10   -22.315392893 -1766.084572531     0.113293710   1755.033282583
     11   -46.169988587  -235.920073655     0.730295082    216.558356781
     12   -31.489095319  -176.008045308     0.441140881    162.567096983
     13    49.477075197   -96.161920080     1.149230803    128.268883189
     14   251.588708744  -201.585902853    -1.126064832    393.256267078
     15   357.429527235  -941.477507811     0.914992734   1162.173663947
     16    96.319300923  -446.287968665     0.745394127    501.434446222
     17   166.068145298  -921.058460457     0.670605149   1014.340074482
     18   -56.831794453 -1163.933151253     0.705477005   1136.583399420
     19   -57.549593487 -1077.716490288     0.593081082   1050.125060761
     20   638.842411213  -701.358485260     0.604094989   1161.068859741
     21   110.829076522  -699.442337637     0.385199053    760.934436231
     22    59.348065208  -814.443255662     0.032794220    845.680578577
     23   253.112853448 -1518.691424972     0.109348620   1659.786155186
     24   173.308970451  -949.554046911     0.856551338   1047.022025318
     25   -69.633982678  -303.838622753     1.036460397    275.697854229
     26    46.864882860  -278.886599727     0.729294556    305.031212469
     27   511.539765217  -997.321664856     0.635177898   1329.094851723
     28   -76.169208144 -1223.432144867     0.818588161   1187.181579907
     29   -46.521447316  -362.288095425     0.832983697    341.412862386
     30   126.939124520  -495.743358286     0.841950831    569.915999517
     31   122.252082268  -696.597994493     1.197307887    765.084892597
     32   699.656295362  -657.937179672     0.963941096   1175.895468885
     33   -51.571480141 -1089.745505208     0.985507270   1064.896753213
     34   288.919092289  -310.682482355    -0.168763301    519.384200303
     35    58.022345198  -794.711082102     1.549682837    825.253474574
     36   226.974377871 -1507.711893175     1.473415471   1633.072101897
     37   210.089037204 -1052.224006585    -0.144121781   1171.483457865
     38     1.223853492 -1438.484122491    -0.203373617   1439.096439539
     39    78.337272932 -1074.857359689    -0.070469105   1116.089811062
     40  2139.142467702   190.197895110    -0.708345479   2050.669486225
     41  2261.570511413  -634.475156567    -0.590968779   2636.696836329
     42  1604.619565424   -52.165168340    -1.228733669   1631.327804054
     43  1485.566015527   152.356141308    -1.392092098   1415.550661227
     44  2069.725604334    -9.162440418    -1.385867715   2074.322001302
     45   456.704507844   -83.968009940     1.296316277    503.962501415
     46   115.955187773 -1121.882372908    -0.113802114   1184.125730412
     47    -1.279656727   -22.972072794     0.436218566     22.359724558
     48     5.406206387    -0.899512944     1.356312711      5.907549717
     49     0.175651674    -0.140222771    -0.662217550      0.274128256
     50  1571.854872007   253.609493189    -1.015062504   1461.645715018
     51     0.003814610    -0.056493465    -0.173802894      0.058494131
     52     0.007285015    -0.002411073     1.106706057      0.008743536
     53  1367.367830563   586.720457947     0.949858708   1188.138459988
     54   283.172190765  -447.759864412    -0.771799333    638.332615134
     55   633.641420757   -48.651012501    -0.611261733    659.314543900
     56  1894.037124764  -102.443644206    -0.111239663   1947.281026340
     57  2416.583853247    34.370714198    -0.094048901   2399.583120630
     58  1965.379797474   334.007075058    -0.924799382   1821.490520693
     59   -44.089628822  -852.517349435    -1.366259536    831.349837889
     60  2159.211621139  -652.548821960    -1.040280089   2548.922476193
     61   480.596297520   161.108265140     0.495572557    423.675156884
     62   166.063840689 -1061.009189337    -1.409736378   1153.045081525
     63    -2.466453343   -38.433196660     1.420976600     37.261244091
     64     5.921162801    -1.265296486     0.256914616      6.644785218
     65     0.225506526    -0.076824509    -0.716954284      0.272175727
     66  1432.321324832   289.437756327    -0.559408932   1311.773883624
     67     0.007888472    -0.073279644    -1.340201428      0.077525471
     68     0.008000838    -0.003128155     0.502631583      0.009941158
     69  1386.405353576   570.645492320     0.615400032   1206.901038521
     70   166.198104959 -1114.290697329     0.217220906   1206.009357557
     71   324.360747881 -1838.501056103    -0.042880471   2020.305324845
     72   943.289477161 -1660.588011380     0.446143762   2283.366544884
     73   209.483551303 -1067.784572785     0.581565304   1186.478215763
     74   -10.108246849  -666.258647563    -0.573843715    661.262470757
     75   135.237595698 -1026.953579788     0.026746425   1100.820419212
     76   102.915667651 -1033.229835831    -0.328343523   1088.343266938
     77    -9.645378559  -927.851295796     1.049335204    923.066402511
     78   432.612113639  -889.330994822     1.047684545   1167.389489679
     79    -6.028996970  -728.444055243     0.993195865    725.448346487
     80  -257.639413098 -1579.632421480     0.977790824   1467.869573290
